"id","reviewtext"
"1230","fantastic discount remarkable value name brand product would cost three times amount paid"
"1231","super fast transfer speed impressed price well ll getting another no doubt two words"
"1232","waiting microsds reach 64gb capacity affordable price found package arrived early worked advertised happy customer"
"1233","say memory card okay fast compatible good quality perfect perfect perfect perfect"
"1234","always good luck sandisk memory cards one no exception fast works great galaxy s4 never problem purchased"
"1235","took 6 days get 2 cards made order early morning normally ll get product next evening six days later warned slowest shipping ve paid prime account since started need cards quickly buy different seller"
"1236","class 10 micro sd card worked flawlessly adapter also worked well parts small sometimes hard handle worked great overall good performance"
"1237","first one received died less 2 months stopped reading lost card sandisk customer service excellent replaced enthused speed transfers phone pc usb 2 0 weren impressive opinion slow bottleneck could phone still"
"1238","card no longer readable three different phones six months light usage pictures saved card never taken phone showed signs dying thus death caused excessive handling card"
"1239","worked fine no problems decided move 64 gig ordered one moved one usb drive"
"1240","bought card got note 2 back october perfect fast no problems way fully compatible device update 1 15 14 bought second card note 3 excellent frustration free packaging much appreciated packing last year first original card got corrupted put old feature phone confident nothing card way tested cards galaxy note 2 note 3 note 10 1 2014 tab 3 7 read card no problem extremely satisfied far"
"1241","able use microsd card samsung galaxy s3 format phone reason 5 star fast expensive versions"
"1242","got phone first wouldn work new version android able format card phone computer use able load sizable music collection bunch books card put phone use immediately"
"1243","per instructions inserted powered phone let phone format automatic yes no dialog removed phone copied old card onto card reader pc plus 20 movies everything working perfectly speeds seem outstanding certainly copying 3gb hd movie copied blu ray disc took minutes even usb 2 0"
"1244","great price product class 10 good name brand way cheaper wireless atore lifetime warranty"
"1245","works great fast"
"1246","recently upgraded nearly three year old htc windows phone samsung galaxy s4 decided give huge memory boost card filled bill perfectly add good file manager app collection use effectively recommended aside would upgraded another windows phone wp8 permitted number blocking nuisance callers doesn lost android"
"1247","piece crap 3rd card 3 months ridiculous buy crap"
"1248","picked sd card add memory phone works great transfers data quickly market new sd card highly advise buy one"
"1249","although amazon claim c10 ultra fast memory card actually much slower write speed c10 microsd card scores 60 normal speed example tested old maxell c10 hc microsd card test done writing 3035mb random data dram empty microsd card usb3 card reader resulting time average value 3 tests device sandisk ultra 32gb c10 uhs1 5m50 816s means 8 7mb smaxell c10 hc 3m38 787s means 13 9mb sthe speed completely unacceptable class 10 claim 13 lower 10mb lowest boundary class 10 device even advertisement sd card speeds common claiming 30mb actual 12 15mb almost scam class 6 card beat class 10 card"
"1250","works give much room music samsung galaxy s4 also able use future phones another plus"
"1251","works great models dashcam purchased blackvue dr400g hd dr500gw hd 32gb works wonders constantly dash cam"
"1252","issues getting cards recognized nvidia shield no issues one read write speeds seem good happy card far"
"1253","use htc works like champ perfect high definition videos music smart phone transfer rate impressive price right"
"1254","works fine sandisk usually know lot discussion transfer rates forth m fine rate isn fast slow really care long holds keeps data transfer cards seem sandisk big name usually stick makes good"
"1255","shipped fast works camera store video much faster older memory card price good deal"
"1256","havent done speed tests sits tablet lets store music easy fast enough stream hd video"
"1257","no complaints matched description delivered time works well would easily recommend anyone looking memory mobile device etc"
"1258","works advertised samsung gn2 smartphone got one dad samsung gs3 sandisk simply reliable hi cap micro sd flash memory"
"1259","card 3 months galaxy 4 suddenly went read mode data still able copy card could write format card searched internet high low solution finally contacted sandisk support explaining problem said need replaced would covered warranty replacement process took two weeks paid return shipping 2nd card running 2 weeks ll see happened get bad one questionable quality"
"1260","good information photo storage small device 2 far different computers great"
"1261","wanted extra space new mobile device chose sandisk microsd card card worked perfect far htc one m8 several weeks far performance copying files computer phone adequate performance likely limited phone usb 2 0 interface haven done tests card connected dedicated sd card reader"
"1262","exactly described works great surface pro excellent product never lost data one tardis"
"1263","good size card great price complaint adapter card little lip end micro card almost nonexistent adapter card slot tight way could get micro card needle nose pliers take utility knife opening adapter card could actually slide ease"
"1264","works great phone no issues installing great price works well price"
"1265","received undamaged protective package within delivery schedule provided estimate provided adapter used memory card inserted garmin 5000 series gps fit good works good test actual card speed"
"1266","little gray square one corner missing holds short 32gb data transfers short 30mb expected use cameras designed works designed"
"1267","ve zune music players memory card could copy cd library play samsung galaxy 4 forget many cds least 400 thousands songs beats paying network charges move next phone moving card"
"1268","simple format use excellent storage buy along 3 0 compatible usb microcard adapter downloading 3 0 capable computer makes fast hassle free transfer pictures"
"1269","bought problems microsd cards working surface rt plugged worked fine haven done full test performance appears work expected speed"
"1270","bought son samsung galaxy mp3 player android version 2 3 gingerbread device replace class 4 8gb thrilled noticeable difference performance device"
"1271","bought two cards tablets first wouldn format bought another gskill class 10 second worked 3 5 minutes error freeze thought may tablets however gskill worked called amazon customer service excellent may problem one vendors shipped two new cards saturday delivery implied lengthy conversation amazon agent numerous problems particular company vendor lesson hesitate call return get card seems troubles pack surprised initial review removed amazon leaving another return ii tried everything fix cards fat32 ntfs newest exfat definitely damaged cards wary hesitate call customer service"
"1272","using samsung galaxy smart phone find issue easy access"
"1273","recently upgrade cellphone samsung galaxy note ii super phone needed wanted larger memory card unit much better could ve every ask performance reliability"
"1274","speedy high capacity memory augmentation recalls 27 years school great price excellent product expect no complaints purchase"
"1275","gf wanted music phone got hasnt put music phone yet cant say well works phone recognized sitting couple months"
"1276","love chip bought samsung s4 works well fast no issues bought one mom"
"1277","great item runs lot faster cheap ones still really good price worth extra money"
"1278","work great gopro hero 3 black"
"1279","memory card runs smooth says class 10 card also comes good price"
"1280","thanks reviewers knew buy b4 ever got galaxy3 cell phones gift niece tomorrow day sandisk thank time sharing thoughts opinions appreciated"
"1281","bought put olympus pen e pm1 camera takes standard sd card therefore must go adapter put camera unfortunately something touchy sometimes turn camera get card error sometimes pop card back ll work past weekend couldn get work m guessing camera maybe adapter plugged card adapter computer copy pictures worked perfectly m sure problem make sure always carry spare normal sd card camera case one stops working"
"1282","needed storage phone know ve always bought sandisk brand always happy product varying sizes deb"
"1283","ordered two samsung galaxy s3 phones work perfectly exactly wanted needed"
"1284","no problems two bought one family member loves need four words keep buying"
"1285","thank amazon showing type memory card adapter needed love buying everything need use electronics purchases"
"1286","worked perfectly since day got no hassles problems far holds everything would ever want store"
"1287","purchased sandisk thought reliable name brand galaxy s3 purchased 32gb card handle photo movies d say last 4 months haven using storage photo occasional movie device failed yesterday losing photo files thank goodness dropbox auto photo upload otherwise would permanently lost photos actually went back amazon branded microsd card 16gb fast far way reliable sandisk beleive sandisk card failed m probably going rma unit hope send better unit guarantee m going burn card make sure no errors gave one star think pay premium premium product expect near flawless possible"
"1288","put ideatab know another 60 gb space documents far no issues"
"1289","bought add storage 16gb gs4 ended around 10gb arrival transfer speeds great able copy entire music library minutes"
"1290","affordable memory lot storage excellent purchase worth thank every one"
"1291","think much say little card adapter purchased magic wand scanner use work capture images quick swipe across wall chart map card stores plenty images keeps scanner adapter works great hasn failed store transfer image yet"
"1292","didn really need phone figured may well get got love 32gb storage works good recording 1080p video"
"1293","great product production comes small issues times phone say card damaged sometimes reboot sure phone card got 2 one wife never issues live happens every often"
"1294","seems like good value yet ve gotten actually use mine bought contour camera without realizing apparently known incompatible found afterward contour forum device support microsd 64gb something sandisk ultras doesn play nicely unclear exactlyso m sure great might want check around make sure device support thing"
"1295","purchased florida price fab card excellent fast gopro hero 3 absolute must"
"1296","better price samsung branded card works well better make sure check requirements device get best card device"
"1297","needed extra space store music works great samsung s4"
"1298","put camera started taking picture without even formatting disk although recognizes 29 gbs makes think think may sandisk tools hidden disk bright coloring makes easy find camera bag"
"1299","sandisk makes great big little card htc sensation 4g isn supposed work got full memory card working great able cary mush memory phone"
"1300","great product promised slipped right samsung galaxy s4 no issues like adapter provided case want load data laptop directly card done serious benchmarking around media performs running card vs board memory noticed difference"
"1301","far working fine samsung galaxy note 8 0 access videos music card fast"
"1302","bought new phone got chip largest phone would accept keep lot pictures 100 satisfied"
"1303","32gb sd card 4 months died tried swap said warranty 60 days long last sandisk product ever buy"
"1304","much say ordered put new dell venue 8 pro tablet plugged works advertised nuff said"
"1305","got within couple days ordering easy install works great wanted extra storage right size"
"1306","use nifty minidrive extend built ssd macbook pro highly recommend anyone needing speedy flash card"
"1307","feels odd give 5 stars something disappeared piece electronics fair works promised nothing wrong use store digital map garmin 810 bike gps computer file 4gb size map loads quickly garmin problem entering bike route navigating one taken twice 42 mile ride 60 mile ride worked flawlessly times nuff said"
"1308","good price fast enough load mp3 files computer quickly use sansa clip mp3 players perfect match"
"1309","yup chip need never want worry running use gopro hero 3 black edition 1080 sw goes hours longer 2 3 batteries"
"1310","ordered installed dec 2013 working fine since quite detailed reviews others bad experience s4 apparently addressed seems good"
"1311","low end android phone made using much easier increased responsiveness course storage capacity"
"1312","nice able stuff 20gb music movie files phone still room take lots photos video"
"1313","great memory card ve put phone music picture storage works exactly advertised"
"1314","really good price amazon using card expand memory garmin gps unit"
"1315","good value great speed memory purpose serves wish memory good"
"1316","catch sale amazon high speed qualitty vendor sandisk high capacity micro sd card highly recommended anyone using microsoft surface windows phone 8"
"1317","ve tried several brands microsd cards various smartphones sandisk card far fastest reliable card ve used like others mentioned format using tool sdcard org faster card ever used completely error free no issues whatsoever"
"1318","great 32 sd card works real good samsong rush hold lot pictures lot videos lot mp 3 mp4 4matic songs good sd card would recommend everybody gave 5 stars"
"1319","bouth order extend capacity tablet 64 gb 128 gb asus transformer infinity"
"1320","seeing everyone family kind device utilize microsd sd card item fit bill picked bunch stuff stockings came basic white package adapter full sized sd 32gb nice size especially new hd smartphones tablets better luck sd cards flash drives 62 nearly flash drives purchased died 3 microsd cards go south zero full sized sd cards go bad installed stocking stuffer car dvr dash cam recording daily drives speed testing shows read speeds excess 33mb sec write speeds 16 19mb sec fast enough hd devices"
"1321","said extra memory chips gopro small compact traveling travel work great"
"1322","bought underwater camera take photos video take 7000 pictures lol"
"1323","lost data 3 times card know card s3 data always ends unrecoverable pieces lost dir directory phone creates first time insert card trust hold anything cant afford loose update purchased akingston digital 32 gb microsdhc flash memory card sdc4 32gblast week replacement hasn lost data yet ll update issue update 2 thekingston digital 32 gb microsdhc flash memory card sdc4 32gbhas phone 2 months no data loss better product"
"1324","reliably turns blackberry jukebox full music video files no buffering stuttering catch"
"1325","good price good quality card works perfectly video recorder well canon 500d class 10 really bust speed need import photo video"
"1326","speed squeaks bare minimum class 10 good tablets smartphones wouldn recommend picture video camera"
"1327","good look sandisk brand microsdhc still wanted wait reviewing usually units going fail fail first days weeks running lg optimus phone flawless since install still working sandisk micrsdhc 32gb 2 years old transfered old htc optimus galaxy s3"
"1328","great value money works advertised sd card else say makes write words"
"1329","sandisc makes awesome products digital camera camcorder use sandisc class 10 memory cards reliable tough work flawlessly best value money"
"1330","memory works phone store files price right re looking 32g fine"
"1331","really great micro sd card purchased one samung tablet another one digital video"
"1332","mounted s5 worked flawlessly start transfer speed great using s5 usb 3 0 capabilities"
"1333","shipped described easy add phone works perfect pictures cell phone allows videos no worries memory"
"1334","works great new s5 love things need work phone better use 32gb works great"
"1335","get ripped buying card direct gopro buy less use money saved buy extra battery since hero 3 battery life sucks hero 3 black edition works great recording formats speeds even highest resolution ones require full use card 10 mb sec rating re fast copy files computer well haven benchmarked reviews already information re certainly much faster old class 4 cards use hero 2 cameras would recommend formatting upon arrival one initial issue one formatting resolved worked fine since numerous uses think missed qc check factory hasn heat issue others mentioned regard defective ones people received worked flawlessly since m worried point"
"1336","bought card extend storage capability tablet holds hundreds short video files without use tablet built memory transfer speed computer card relatively fast someday may need storage tablet always buy another one cards"
"1337","best deal could find fast microsd card seems work fine new android tab lose"
"1338","yet soon new case look forward using know else say"
"1339","use phone transfer information back forth phone laptop great holding lots items no problems probably get another larger size"
"1340","suppose use samsung laptop never remove never problem"
"1341","works excelent see fast others good performance sandisk demonstrate excelent products case"
"1342","hello micro sd perfect liquid image ego camera hd fast great capacity excellent recommended"
"1343","bought astak cm 7200 memory card works great no hesitation video great pice no problems thumbs"
"1344","bought 3 32gb micro memory cards kids tablets kids love extra memory although need new tablets"
"1345","bought 6yr old nabi tablet thing works perfectly allowing download music games ease loved price trust sandisk products"
"1346","received card decent amount time packaged well memory card crispy brand new perfect condition installing card video camera worked perfectly good deal"
"1347","excellent storage small works well everything need plus came good price"
"1348","ordered saw excellent specs thought micro chip comes well surprised receiving parcel found contains also sd adapter makes chip usable computers laptops etc btw amazon price beats chip found costco 5 less copied content older 16 gb micro sd card onto new one swapped chips go using several sandisk memory chips including compact flash cards dslr excellent brand fast reliable lse data write read errors perfect"
"1349","ran disk utility function ubuntu linux 12 04 lts minimum read 13 7 maximum read 15 1 average read 14 9 acceptable given class 10 designation"
"1350","way less anything could get big box store no issues card far would buy"
"1351","beat class 10 flash memory speeds least unit works assuringly f reliably reasonable price no hesitation recommending buying sandisk brand"
"1352","older generation sandisk 32gb card bough 2011 one lot faster red stripe design also make stand visually nicely wished included adapter would painted matching colors instead plain generic black like memory cards adapters"
"1353","last card got bad least one working properly sandisk best brand"
"1354","really like sd card fast looks good great value said"
"1355","works well galaxy note ii ve bought many sandisk memory cards never experienced failure even 256mb sd card purchased palm pilot still works"
"1356","memory card tiny works need ten words post review"
"1357","say sandisk knock works great never buy one faster max speed device throwing away money call future proofing next device knows using"
"1358","no formatting issues used htc one max daughters galaxy s4 no problems crashing data loss loaded books videos music tons space left"
"1359","lot extra storage space card quality brand name bit pricey opinion great product overall though"
"1360","love large storage space great get less expensivettablet make better expensive one"
"1361","works good say sd card stores video files gopro nuff said"
"1362","bought card car windshield mounted 1080p dash camera cam arrived inserted 16gb card hand type 6 didn realize could degrade cam performance reading online forum 34 video photo application benefit greatly type 10 memory card 34 ordered sandisk 16gb type 10 micro sd card wow difference stuttering video thought inherent camera gone believe color rendition better well card far best price supplier arrived quickly solved problem wasn even sure"
"1363","great speeds reliable no complaints lasted months smartphone longer knockoff brands received"
"1364","works great say gopro pull put computer using little sd adapter way quicker pull 16 gb way know"
"1365","spent 50 thing came fast didn work neither computer phone could read format plenty memory cards know unmount software odds fine mine sucked"
"1366","ve heard horror stories models one good really makes life easier allows plenty storage"
"1367","wanted get hero3 time got hero3 recommended card many problems people issues since gopro endorsed card understand changed firmware prevent problems problems 64gb version read 32gb lower versions ok"
"1368","days far seems work fine one thing aware adapter came little slider switch write protect mode could write memory card laptop almost embarrassed asking sandisk support realized problem give 10 blame sandisk since slider no visual indication little dab white ink would gave helped mostly anyway aware use adapter"
"1369","sandisk reputable company class10 microsdhc card quick use galaxy s3 records video photos without skipping beat"
"1370","working perfectly far fit zeepad android exactly running great recommend 32 gb card android similar device needing additional recording space"
"1371","purchased add memory windows 8 1 tablet dell venue pro works like charm also shopped aroundand best price found"
"1372","got galaxy note didn want pay triple price att store bought instead"
"1373","works great dell venue 8 pro"
"1374","haven using long far working great"
"1375","cameras getting smaller smaller time resolution getting better better order take full advantage pixels files get larger larger ultimately rendering small sized picture cards less handy cameras let take mini movie also eats space quite quickly sandisk card gives ability store considerably information neat small footprint want go card make sure compatible equipment every camera takes every card due diligence"
"1376","product provides stable compatible storage augmentation android tablet true asset needs"
"1377","never used micro sd card theyre lot smaller thought smaller finger nail wrote 150 songs laptop minute wrote 750mb movie 3 minutes glad bought class 10 card agptek 10 tablet reads instantly no loading mobilemate microsd usb reader works well"
"1378","cheap way expanding memory phone bought 8 mp camera phone means memory gets used quickly also good quality card usually find sandisk products last least year breaking even longer keep device"
"1379","guess happy failed 1 month lost 1 month worth pictures etc bought 3 cards wife son wife minor glitch went away reboot mine minor glitch morning expected reboot fix no reboot caused motorola defy xt tell card blank needed formatted laptop won even recognize card put card reader couple hours looking way fix found common specific card edit happy sandisk calling say compatibility issues class 10 cards android phones verified phone one offered free replacement card would certain issue mine also attempt recovery items card reasons buy sandisk first place recommend class 4 lower card phone leaving 1 star people aware compatibility issues severe 2nd edit march 12 replacement card wasn going susceptible type failure losing apps etc giving card taken phone turned device cannot count"
"1380","purchased ultra microsdhc class 10 card media player wanted replace 4gb cardwith one could store music like wide range music pick amon vacation traveling airplane long distances think may bought much card advertised water proof temperature proof x ray proof shock proof totake word going test fun put 16gb microsdhc disc 30mb read speed provided adapter used itin cheapo cheapo toshiba camileo hd movie camera even full high definition resolution of1080p 30fps disc performed well no stuttering no missed frames low lightconditions nice nice big files full hd resolution read card ush 1 enabled means fastest card available allegedly reachup bus interface speed 104 mb electronic device using requires courseif card reader device support speed transferring data usualspeed sort like saying backward compatible expect blazing speeds feeddata fast transferring raw photos full hd digital film take lot time transfer hugefiles transfer ush enabled disc perfect purpose working ush iiwhich supposed allow 300mb transfers talk instant gratification aboutthere guide sd association regard class ratings video applications class 2 sd video recording class 4 6 high definition video hd full hd video recording class 10 full hd video recording consecutive recording hd stills uhs speed grade 1 real time broadcasts large hd video files uhs speed grade 3 4k video files ush overkill media player probably price terrific deal get class 10ush 1 enabled card flexibility use variety electronic devices hmm onsecond thought may keep card movie camera get another slower one mymedia player usual no problems card works well adapter seems verytough construction 5 stars little power house micro card"
"1381","works expected fast hoping survived attached item bought met end flying concrete wall android tablet attached suicidal oh well would recommend anyone fun"
"1382","atto speed rating 2 7mb sec write 2 8mb sec read barely makes class 2 class 10 advertised second time return slow card hope negative reviews help bring attention widespread problem"
"1383","conjunction meenova adapter nexus media importer make use extra storage media files music audiobooks movies two nexus models removed package copied video file laptop played nexus without problems delay"
"1384","arrived time exactly stated good value amount storage filling music"
"1385","sandisk simply one best sdhc microsdhc memory card manufacturer used number years experienced zero failures reusable also adapters quite handy carry traveling studio would like see sdhc cards 1 5 terabtye near future"
"1386","works fine thia card big slow phone little bit works fine"
"1387","love card wanted one retail prices much found fair price using ever since first day arrived great buy need one"
"1388","sdxc also required new reader read sdxc want read computermost laptop since 2012 support model however older laptops sd slot cannot read cardit safe buy sdxc usb reader"
"1389","card seemed work well devices tried samsung galaxy s4 would continue unmount mount phone known issue galaxy s4 forums due possibly bad batch tried reformat card phone pc computer didn help finally called sandisk rma card took 2 weeks start finish new card hand new 64 gb card sandisk looks slightly different still gray red however works great galaxy s4 hasn unmounting issues past 3 weeks good card pretty much everything else except new samsung galaxy s4 phones"
"1390","worked like suppose galaxy s3 memory card 72 gb storage"
"1391","bought microsd card expand storage surface pro works seamlessly easy swap definitely worthwhile purchase"
"1392","fast card highest capacity currently buy microsd format probably fastest microsd size also"
"1393","works devices say 32 gig max put one casio 14 1 mega pixelcamera says take 12 800pictures"
"1394","memory card works well gopro records video without stuttering sputtering recommend buy"
"1395","good item works well phone intend buy later highly recommend type"
"1396","bought micro memory card smart phone could take long videos phone working ok"
"1397","holds stuff need anything review sorry dont know memory card hold stuff would recommend checking something fisher price"
"1398","granddaughter phone slowing 2gb memory card no room photos transferred 499 photos 32gb card room many love making happy"
"1399","young kids filled tablets games needed space worked fine like sandisk would buy stock company gambling man good ratings transfer speed might add class 10"
"1400","people know sandisk best price competitive performance works fine lg phone"
"1401","perfect price 16gb class 10 used raspberry pi seem fast access bogged"
"1402","bought galaxy s4 need reformat fat32 32kb cluster size fully take advantage phone works great copied everything ipod 40gb stop carrying 2 devices around"
"1403","wife new galaxy s3 ran storage space moving music library phone ordered two one phone one mine installed couple minutes immediately recognized phone couldn easier"
"1404","company good amazon offer great product great customer service fair price work well together dont sweat buy no brain er"
"1405","bought 4 units yes amazon sandisk ultra 32 gb microsdhc class 10 uhs 1 memory card 30mb adapter sdsdqua 032g u46a 3 samsung galaxy siii one samsung note 2 found one sgiii stopped working tried everything computer different adapters dead dead since three used non techno people sure still working contacted sandisk gave test instructions course failed tests return pay shipping must tracked cost around 20 26 item ignored shipped regular mail expect anything back knows 6 another unit tell sandisk ultra oh well average price 3 remaining units 34 33 purchase price get replacement update message update got e mail sandisk advise receive item processed shipping without tracking cost 0 65 vs 20 least give customer service return department credit honest bad memory cards problems sandisk excellent name providing good quality products maybe give another 1 2 star no thing"
"1406","never san disk failure 5 different camera use gopro canon 60d great memory cards"
"1407","exactly designed m looking forward transferring phone new camera needed basis"
"1408","advertised tab moment 75 full no problems"
"1409","love new samsung galaxy s5 phone"
"1410","micro cards highest quality cant beat price ive looked stores noone beats price"
"1411","works great gopro3 camera no dropped frames far arrived time good price would recommend item"
"1412","hard believe cram 32gigs memory device tiny also get good speed file transfers good thing comes adapter larger size devices recommend keeping adapter times unless inside something like cell phone takes microsd size way easy lose something small hate industry mad rush make everything smaller smaller no regard usability anyway memory card great outside since phone take microsd keep plugged times worry"
"1413","made hard believe much memory stored small chip"
"1414","m using gps system ve found eventually run space no longer updated insert micro sd card got ahead time order avoid moment panic arrives"
"1415","using additional storage new surface pro works great seems fast enough needs"
"1416","memory card say good value held end deal"
"1417","using samsung series 7 developer build tablet expand hard drive capacity comes 64gb ssd worked great far able install run software sdhc"
"1418","filled one time 140 pictures 1080 4 videos boot holds plenty pictures"
"1419","using htc inspire far no problems format though card fast works really well m considering buying one tablet"
"1420","works good nokia lumia 822 plenty space music pictures especially movies high resolution"
"1421","dropped right phone no proble disk works great give plenty room storage"
"1422","usual sandisk disappoint speed incredible price although get variety different manufacturers none reliable one"
"1423","works works perfectly super cheap love tons choices really well transfer speeds doubles portable space couldn happier"
"1424","work well android phone came good price no problems whatsoever would highly recommend anyone"
"1425","great hd video high definition cameras long term time lapse photography projects pleased would recommend others"
"1426","sandisk ultra microsdhc class 10 cards work great samsung galaxy note 8 tablet samsung galaxy s3 phones ve also used non smart phones work well fast write read speeds highly recommended get best experience gadgets devices especially taking pictures videos viewing editing opening editing files etc sandisk come long way terms quality performance would hesitate buy cards"
"1427","size little disk absolutely amazing everything advertised buy disks"
"1428","bought 2 one phone opther tablet cannever enough memory"
"1429","great value works perfectly"
"1430","sd always reliable top line quality always buy sd none great buy"
"1431","im using htc inspire 4g works well copies extremely fast no lag video camera app worked right box installed htc enjoy hd video instead pixelated youtube quality sd card adapter works no problems extremely recommend affordable yet genuine micro sd card"
"1432","still amazes small hardware large amount storage sandisk leader solid state memory happy reliability speed product would recommend anyone p issue sandisk normally high price however got sale happy paid"
"1433","bought sandisk ultra 32gb micro sd class 10 card gopro hero 3 camera able store 1080p hd video well 5 second time lapse still photos ve never sandisk memory card fail quality product"
"1434","works great go pro big pc recognize adapter though windows xp tried 8 yet"
"1435","lot one say micro sd card one cool red stripe class 10 making fast works nuff said application mounting microsoft surface rt tablet encrypted bitlocker safe no problems"
"1436","start four stars plus one star finally 128gb sd card longing quite time minus one star performance spotty ve using one surface pro couple months write speeds peak sustained 15mb sec often slows 1 2 even middle large file copy assume due typical flash memory erase cycles something imagine would reliable recording video phone end like well enough get two really good mass storage low bandwidth requirements"
"1437","works note 2 smart phone think much else say"
"1438","bought add memory 16 gig samsung gallaxy 3 easy install recognized right away phone without need format note sd micro sd adapter ships little tight mounted memory card adapter tight hard remove first 6 7 times"
"1439","card works fine huawei phone recognized loaded problems m satisfied purchase"
"1440","m using gopro find new issue filling memory running battery thanks"
"1441","worked great samsung galaxy s4 plenty storage photos video m sure else use yet"
"1442","ok price occasionally removed reinserted device reports 34 no card installed 34 think contacts little flaky"
"1443","popped mysamsung galaxy iii s3 gt i9300 factory unlocked phone international version pebble blue works great format anything"
"1444","worry packaging best could find time name brand class 10 micro sdhc card came basic packaging full sd card adapt needed works great speed tests show excellent speed video recording"
"1445","lot memory cards variety digiral devices smallest memory device ever owned 32 gb storage outrageous"
"1446","wanted 99 64gb micro sd best buy ve put movies music sql server databases files card everything working great"
"1447","bought three android phones mortorola admiral lg optimus elite easy installation works described"
"1448","128gb needs said stuck surface pro additional storage space no problems"
"1449","usb 3 0 card reader crystaldiskmark shows blazing fast 47mb read disappointingly slow 13mb write speed pretty much forget reliable 1080p video recording update correct write speed great 10mb enough 1080p recording need clarify card slow uhs 1 enabled read write speeds drop 13 3 7 9 mb devices years old canon t2i support uhs 1080p recording may reliable card classified class 10 support sustained write speed least 10mb without uhs fails test observed reviewers well"
"1450","rip music sacd dsd put microsd playback smoothly fiiox3 digital audio player no matter big file"
"1451","bought kids tablets action cameras work 2 devices devices seem like slower cards"
"1452","nice"
"1453","must device u need extra space adapter allows easy transfer info pictures music documents"
"1454","bought android tablet best part android adding works great 4"
"1455","well since 16 gb enought purchased one specifically samsung galaxy note 2 way far better iphone 5 compare trolling casethe sandisk 64gb works perfectly note 2 transferred original info previous 16 gb sdcard heart beat movies music everything works great dont understand people rate 1 product works described 5 5"
"1456","works great modern phone tablet however unable use pc sd card reader appears older card readers compatible class 10 new cards could written without operating system win7 reporting write errors probably blame card reader never failed trying write card"
"1457","card runs great note 2 sure compares ones benchmark tests weren many options available time bought love 64 gig storage phone"
"1458","purchased item expand samsung galaxy tab3 7 0 memory fit well wanted would recommend item"
"1459","bought product order use dell venue 8 pro tablet works advertised allows files stored memory instead tablets memory re formatted use ntfs mode noticed problems ds"
"1460","onboard memory plus expansion card android tablet memory ipad tell fast memory really fast no really seems compatible samsung galaxy note 10 1 no error messages guess life good"
"1461","default formatted exfat expect devices recognize support system ms standard allows 32 gb fat32 cares free tools format 64 fat32 personally used linux got done couple minutes recognized samsung tablet note 10 1 right away definitely buy one devices one point people complaining speed device adapter support speeds 20 mb try use test card using usb2 complain got wanted"
"1462","bought create bootable sd card nook hd could run pure android instead native nook os works beautifully"
"1463","satisfying purchase needed increase storage capacity core i5 samsung series 7 slate pc em equipped lwith 128gb ssd 64gb memory card fit bill perfectly research cconfirmed micro sdxc card 64gb capacity work memory card slot windows 7 pro slate device purchased memory card attractive price amazon offering daily deal time period needed product memory card arrived without delay packaging siimple worry free real plugged sd card slate pc card slot formatted card exfat vs ntfs research ready go transferred photos music ssd sd card freed valuable ssd real estate os use slate pc humming lot ssd space available plays back music video photo slideshows smoothly card delivers function satisfied purchase highly recommended 5 stars no hesitation"
"1464","good size good price small camera phone takes micro sd memory fast hyped aiiiigh super speedy doesn need good standard usages average consumer photos ringtones games lightweight video etc"
"1465","one bought google anybody else idea streaming everything great regressive data caps sketchy throughput never want rely something available online much better local new card finally pack music 56gb photos dozens reference ebooks videos boot still around 9gb free breathing room podcatcher real bummer card speed got acclimated sandisk 64gb extreme plus level speed going back ordinary class 10 speed card little painful luckily playing music even playing videos doesn oversaturate read performance trip however straightforward copy move operation re listening something card seem handle multiple simultaneous operations without something going awry long understand limitations live enormous amount storage pack phone tablet welcome far ve used one samsung galaxy note 2 n7100 lg g pad sony xperia z1 compact success"
"1466","different devices require either regular micro cards ever forgotten bring one no worries adapter like get micro card adapter one low price fantastic get one no one blame"
"1467","said great card plenty storage space handle expand tablet camera video cameras needs included sd card adapter micro card read sd card reader writer initially formatted format windows 8 pro ms surface pro could read see another laptop using sd adapter able reformat make usable surface pro great card great price"
"1468","perfect match otg device moto g solid speed transfer play holds music video leaving storage apps phone"
"1469","job item available almost anywhere amazon lowest price girlfriend needed upgrade smartphone memory card works quite well tested shooting sample videos came clear said plenty room apps games photos course videos highly recommend need"
"1470","card plenty space fast comes adapter turns normal sd card convenient dropping computer offload data"
"1471","knew buying sandisk would get great sd card super fast really like phone need micro sd card one perform great let"
"1472","use samsung galaxy siii great instances card recognized simply rebooting phone fixed problem unsure whether samsung issue probably sandisk issue happened 2 3 times course year half overall write speeds fast enough record 1080p video directly card exactly wanted come full size sd card enclosure allowing use devices require type memory card recommended"
"1473","always worry sd card fake even retail stores no issues price great"
"1474","ve sd card 6 months use galaxy s4 never issues transfers data pretty quickly 32gb good amount space great price"
"1475","memory card holds info 62gigs say lower cost would good works"
"1476","using old 4gb card since motorola slvr figured time upgrade m glad speed class 10 major difference smartphone taking pictures faster less lag shots shuffling music without delay highly recommend anyone looking upgrade said beware fakes originally purchased one ebay paying attention location came shipped directly china doa luckily managed get refunded paypal didn issue amazon though"
"1477","haven used yet first encounter micro appears quality product though instructions using adapter would welcomed good cost fulfillment expecting function advertised based sandisk track record house"
"1478","bought card music expansion samsung s4 handles task deftly know would work intense need speed environment perfect purposes"
